"Time (s) Run #1";"Angle, Ch 1+2 (rad) Run #1";"Angle, Ch 3+4 (rad) Run #1";"Output Voltage (V) Run #1";"Output Current (A) Run #1";"Time (s) Run #2";"Angle, Ch 1+2 (rad) Run #2";"Angle, Ch 3+4 (rad) Run #2";"Output Voltage (V) Run #2";"Output Current (A) Run #2";"Time (s) Run #3";"Angle, Ch 1+2 (rad) Run #3";"Angle, Ch 3+4 (rad) Run #3";"Output Voltage (V) Run #3";"Output Current (A) Run #3";"Time (s) Run #4";"Angle, Ch 1+2 (rad) Run #4";"Angle, Ch 3+4 (rad) Run #4";"Output Voltage (V) Run #4";"Output Current (A) Run #4";"Time (s) Run #5";"Angle, Ch 1+2 (rad) Run #5";"Angle, Ch 3+4 (rad) Run #5";"Output Voltage (V) Run #5";"Output Current (A) Run #5";"Time (s) Run #6";"Angle, Ch 1+2 (rad) Run #6";"Angle, Ch 3+4 (rad) Run #6";"Output Voltage (V) Run #6";"Output Current (A) Run #6";"Time (s) Run #7";"Angle, Ch 1+2 (rad) Run #7";"Angle, Ch 3+4 (rad) Run #7";"Output Voltage (V) Run #7";"Output Current (A) Run #7";"Time (s) Run #8";"Angle, Ch 1+2 (rad) Run #8";"Angle, Ch 3+4 (rad) Run #8";"Output Voltage (V) Run #8";"Output Current (A) Run #8";"Time (s) Run #9";"Angle, Ch 1+2 (rad) Run #9";"Angle, Ch 3+4 (rad) Run #9";"Output Voltage (V) Run #9";"Output Current (A) Run #9";"Time (s) Run #10";"Angle, Ch 1+2 (rad) Run #10";"Angle, Ch 3+4 (rad) Run #10";"Output Voltage (V) Run #10";"Output Current (A) Run #10";"Time (s) Run #11";"Angle, Ch 1+2 (rad) Run #11";"Angle, Ch 3+4 (rad) Run #11";"Output Voltage (V) Run #11";"Output Current (A) Run #11";"Time (s) Run #12";"Angle, Ch 1+2 (rad) Run #12";"Angle, Ch 3+4 (rad) Run #12";"Output Voltage (V) Run #12";"Output Current (A) Run #12";"Time (s) Run #13";"Angle, Ch 1+2 (rad) Run #13";"Angle, Ch 3+4 (rad) Run #13";"Output Voltage (V) Run #13";"Output Current (A) Run #13";"Time (s) Run #14";"Angle, Ch 1+2 (rad) Run #14";"Angle, Ch 3+4 (rad) Run #14";"Output Voltage (V) Run #14";"Output Current (A) Run #14";"Time (s) Run #15";"Angle, Ch 1+2 (rad) Run #15";"Angle, Ch 3+4 (rad) Run #15";"Output Voltage (V) Run #15";"Output Current (A) Run #15";"Time (s) Run #16";"Angle, Ch 1+2 (rad) Run #16";"Angle, Ch 3+4 (rad) Run #16";"Output Voltage (V) Run #16";"Output Current (A) Run #16";"Time (s) Run #17";"Angle, Ch 1+2 (rad) Run #17";"Angle, Ch 3+4 (rad) Run #17";"Output Voltage (V) Run #17";"Output Current (A) Run #17";"Time (s) Run #18";"Angle, Ch 1+2 (rad) Run #18";"Angle, Ch 3+4 (rad) Run #18";"Output Voltage (V) Run #18";"Output Current (A) Run #18";"Time (s) Run #19";"Angle, Ch 1+2 (rad) Run #19";"Angle, Ch 3+4 (rad) Run #19";"Output Voltage (V) Run #19";"Output Current (A) Run #19";"Time (s) Run #20";"Angle, Ch 1+2 (rad) Run #20";"Angle, Ch 3+4 (rad) Run #20";"Output Voltage (V) Run #20";"Output Current (A) Run #20";"Time (s) Run #21";"Angle, Ch 1+2 (rad) Run #21";"Angle, Ch 3+4 (rad) Run #21";"Output Voltage (V) Run #21";"Output Current (A) Run #21";"Time (s) Run #22";"Angle, Ch 1+2 (rad) Run #22";"Angle, Ch 3+4 (rad) Run #22";"Output Voltage (V) Run #22";"Output Current (A) Run #22";"Time (s) Run #23";"Angle, Ch 1+2 (rad) Run #23";"Angle, Ch 3+4 (rad) Run #23";"Output Voltage (V) Run #23";"Output Current (A) Run #23";"Time (s) Run #24";"Angle, Ch 1+2 (rad) Run #24";"Angle, Ch 3+4 (rad) Run #24";"Output Voltage (V) Run #24";"Output Current (A) Run #24"
7,300;2,374;1,710;3,999;0,247;7,300;2,025;2,199;3,999;0,219;7,300;1,326;1,815;3,999;0,218;7,300;4,084;-1,693;4,747;0,250;7,300;-1,414;2,164;4,747;0,250;7,300;0,925;-2,182;4,747;0,233;7,300;1,536;0,000;4,995;0,236;7,300;1,798;0,017;4,995;0,247;7,300;1,152;-0,105;4,995;0,257;7,300;2,443;-1,902;4,499;0,247;7,300;-0,140;-1,466;4,499;0,236;7,300;-2,967;2,059;4,499;0,236;7,300;0,908;-2,356;4,601;0,236;7,300;3,560;-2,635;4,601;0,245;7,300;2,409;0,017;4,601;0,234;7,300;5,149;-0,122;4,550;0,253;7,300;4,102;-2,042;4,550;0,257;7,300;-4,311;-0,017;4,550;0,231;7,300;-3,752;1,152;4,521;0,235;7,300;1,885;1,257;4,521;0,234;7,300;0,279;-1,292;4,521;0,240;7,300;-1,152;-0,908;4,506;0,233;7,300;-5,288;0,733;4,506;0,228;7,300;-5,166;2,077;4,506;0,232
7,350;1,972;1,466;3,999;0,251;7,350;2,199;2,269;3,999;0,223;7,350;1,553;1,955;3,999;0,222;7,350;3,595;-1,676;4,747;0,240;7,350;-0,471;1,885;4,747;0,253;7,350;-0,035;-1,920;4,747;0,229;7,350;1,117;0,244;4,995;0,237;7,350;1,693;0,052;4,995;0,243;7,350;1,396;-0,279;4,995;0,257;7,350;1,344;-2,025;4,499;0,249;7,350;-1,396;-1,379;4,499;0,231;7,350;-1,850;2,164;4,499;0,235;7,350;-0,262;-2,234;4,601;0,232;7,350;2,705;-2,653;4,601;0,242;7,350;3,421;-0,017;4,601;0,236;7,350;5,882;-0,419;4,550;0,261;7,350;3,281;-2,217;4,550;0,254;7,350;-5,184;0,262;4,550;0,231;7,350;-2,827;1,379;4,521;0,241;7,350;3,124;1,100;4,521;0,246;7,350;-0,960;-1,309;4,521;0,236;7,350;-2,443;-0,820;4,506;0,230;7,350;-5,637;0,995;4,506;0,230;7,350;-4,660;2,321;4,506;0,236
7,400;1,484;1,204;3,999;0,249;7,400;2,269;2,286;3,999;0,226;7,400;1,693;2,007;3,999;0,221;7,400;2,932;-1,588;4,747;0,236;7,400;0,489;1,571;4,747;0,256;7,400;-0,995;-1,641;4,747;0,232;7,400;0,646;0,541;4,995;0,234;7,400;1,484;0,157;4,995;0,245;7,400;1,553;-0,401;4,995;0,254;7,400;0,122;-2,077;4,499;0,242;7,400;-2,618;-1,239;4,499;0,229;7,400;-0,611;2,199;4,499;0,232;7,400;-1,449;-2,042;4,601;0,234;7,400;1,693;-2,618;4,601;0,235;7,400;4,294;-0,122;4,601;0,233;7,400;6,353;-0,698;4,550;0,260;7,400;2,269;-2,356;4,550;0,253;7,400;-5,829;0,559;4,550;0,232;7,400;-1,728;1,553;4,521;0,230;7,400;4,241;0,873;4,521;0,249;7,400;-2,199;-1,274;4,521;0,232;7,400;-3,665;-0,698;4,506;0,231;7,400;-5,707;1,292;4,506;0,230;7,400;-3,927;2,496;4,506;0,233
7,450;0,942;0,942;3,999;0,250;7,450;2,234;2,217;3,999;0,230;7,450;1,728;2,025;3,999;0,226;7,450;2,147;-1,431;4,747;0,237;7,450;1,449;1,257;4,747;0,256;7,450;-1,885;-1,326;4,747;0,232;7,450;0,140;0,855;4,995;0,235;7,450;1,169;0,332;4,995;0,236;7,450;1,588;-0,436;4,995;0,248;7,450;-1,117;-2,094;4,499;0,235;7,450;-3,770;-1,047;4,499;0,230;7,450;0,681;2,147;4,499;0,236;7,450;-2,601;-1,815;4,601;0,231;7,450;0,593;-2,496;4,601;0,233;7,450;4,974;-0,297;4,601;0,247;7,450;6,562;-0,977;4,550;0,264;7,450;1,117;-2,426;4,550;0,241;7,450;-6,196;0,855;4,550;0,232;7,450;-0,524;1,658;4,521;0,234;7,450;5,184;0,611;4,521;0,254;7,450;-3,368;-1,169;4,521;0,228;7,450;-4,730;-0,506;4,506;0,229;7,450;-5,498;1,571;4,506;0,230;7,450;-2,967;2,618;4,506;0,236
7,500;0,332;0,716;3,999;0,248;7,500;2,112;2,112;3,999;0,234;7,500;1,693;1,955;3,999;0,230;7,500;1,239;-1,239;4,747;0,234;7,500;2,304;0,942;4,747;0,261;7,500;-2,688;-0,995;4,747;0,234;7,500;-0,332;1,204;4,995;0,233;7,500;0,785;0,559;4,995;0,236;7,500;1,536;-0,401;4,995;0,243;7,500;-2,374;-2,042;4,499;0,228;7,500;-4,765;-0,820;4,499;0,231;7,500;1,990;2,025;4,499;0,243;7,500;-3,665;-1,536;4,601;0,234;7,500;-0,576;-2,339;4,601;0,229;7,500;5,428;-0,506;4,601;0,252;7,500;6,493;-1,239;4,550;0,264;7,500;-0,105;-2,443;4,550;0,236;7,500;-6,266;1,152;4,550;0,237;7,500;0,750;1,693;4,521;0,239;7,500;5,899;0,332;4,521;0,262;7,500;-4,416;-1,030;4,521;0,231;7,500;-5,603;-0,279;4,506;0,228;7,500;-5,027;1,868;4,506;0,232;7,500;-1,833;2,653;4,506;0,233
7,550;-0,279;0,506;3,999;0,242;7,550;1,902;1,955;3,999;0,237;7,550;1,571;1,850;3,999;0,237;7,550;0,297;-0,977;4,747;0,231;7,550;3,054;0,663;4,747;0,263;7,550;-3,351;-0,681;4,747;0,235;7,550;-0,768;1,536;4,995;0,238;7,550;0,349;0,838;4,995;0,233;7,550;1,379;-0,297;4,995;0,236;7,550;-3,543;-1,937;4,499;0,239;7,550;-5,550;-0,541;4,499;0,232;7,550;3,211;1,833;4,499;0,249;7,550;-4,555;-1,239;4,601;0,238;7,550;-1,710;-2,129;4,601;0,230;7,550;5,620;-0,768;4,601;0,254;7,550;6,144;-1,466;4,550;0,262;7,550;-1,379;-2,409;4,550;0,238;7,550;-6,039;1,431;4,550;0,235;7,550;2,042;1,623;4,521;0,236;7,550;6,318;0,035;4,521;0,258;7,550;-5,271;-0,838;4,521;0,228;7,550;-6,231;-0,017;4,506;0,229;7,550;-4,311;2,129;4,506;0,233;7,550;-0,593;2,601;4,506;0,236
7,600;-0,873;0,314;3,999;0,243;7,600;1,623;1,745;3,999;0,239;7,600;1,361;1,676;3,999;0,238;7,600;-0,628;-0,681;4,747;0,232;7,600;3,613;0,419;4,747;0,263;7,600;-3,840;-0,401;4,747;0,241;7,600;-1,117;1,850;4,995;0,237;7,600;-0,087;1,169;4,995;0,234;7,600;1,134;-0,122;4,995;0,239;7,600;-4,590;-1,780;4,499;0,228;7,600;-6,109;-0,262;4,499;0,234;7,600;4,276;1,588;4,499;0,253;7,600;-5,236;-0,925;4,601;0,233;7,600;-2,775;-1,868;4,601;0,231;7,600;5,550;-1,030;4,601;0,249;7,600;5,533;-1,658;4,550;0,256;7,600;-2,601;-2,321;4,550;0,231;7,600;-5,533;1,658;4,550;0,233;7,600;3,246;1,501;4,521;0,241;7,600;6,458;-0,244;4,521;0,264;7,600;-5,917;-0,593;4,521;0,230;7,600;-6,580;0,262;4,506;0,229;7,600;-3,368;2,356;4,506;0,228;7,600;0,698;2,461;4,506;0,243
7,650;-1,449;0,175;3,999;0,238;7,650;1,274;1,518;3,999;0,246;7,650;1,100;1,484;3,999;0,241;7,650;-1,501;-0,367;4,747;0,233;7,650;3,962;0,227;4,747;0,259;7,650;-4,119;-0,192;4,747;0,240;7,650;-1,379;2,077;4,995;0,239;7,650;-0,506;1,518;4,995;0,233;7,650;0,855;0,105;4,995;0,231;7,650;-5,445;-1,571;4,499;0,225;7,650;-6,388;0,035;4,499;0,237;7,650;5,114;1,309;4,499;0,260;7,650;-5,690;-0,628;4,601;0,239;7,650;-3,735;-1,588;4,601;0,233;7,650;5,219;-1,292;4,601;0,260;7,650;4,695;-1,798;4,550;0,253;7,650;-3,718;-2,164;4,550;0,232;7,650;-4,782;1,815;4,550;0,235;7,650;4,294;1,309;4,521;0,245;7,650;6,266;-0,506;4,521;0,264;7,650;-6,318;-0,332;4,521;0,235;7,650;-6,632;0,541;4,506;0,232;7,650;-2,251;2,513;4,506;0,230;7,650;1,972;2,269;4,506;0,240
7,700;-1,972;0,070;3,999;0,236;7,700;0,873;1,274;3,999;0,246;7,700;0,768;1,239;3,999;0,241;7,700;-2,269;-0,035;4,747;0,236;7,700;4,084;0,087;4,747;0,254;7,700;-4,171;-0,035;4,747;0,241;7,700;-1,518;2,234;4,995;0,243;7,700;-0,873;1,868;4,995;0,233;7,700;0,524;0,401;4,995;0,233;7,700;-6,074;-1,326;4,499;0,235;7,700;-6,388;0,332;4,499;0,234;7,700;5,707;1,012;4,499;0,260;7,700;-5,864;-0,349;4,601;0,234;7,700;-4,503;-1,274;4,601;0,233;7,700;4,660;-1,571;4,601;0,266;7,700;3,665;-1,885;4,550;0,245;7,700;-4,695;-1,972;4,550;0,230;7,700;-3,805;1,920;4,550;0,237;7,700;5,166;1,065;4,521;0,265;7,700;5,794;-0,750;4,521;0,259;7,700;-6,440;-0,035;4,521;0,229;7,700;-6,388;0,838;4,506;0,240;7,700;-0,995;2,618;4,506;0,231;7,700;3,142;2,025;4,507;0,249
7,750;-2,409;0,000;3,999;0,234;7,750;0,436;1,012;3,999;0,244;7,750;0,401;0,995;3,999;0,243;7,750;-2,880;0,262;4,747;0,238;7,750;3,962;0,000;4,747;0,254;7,750;-3,997;0,017;4,747;0,243;7,750;-1,518;2,304;4,995;0,245;7,750;-1,187;2,164;4,995;0,235;7,750;0,157;0,716;4,995;0,232;7,750;-6,440;-1,065;4,499;0,233;7,750;-6,074;0,611;4,499;0,236;7,750;6,004;0,733;4,500;0,268;7,750;-5,760;-0,105;4,601;0,240;7,750;-5,044;-0,977;4,601;0,234;7,750;3,857;-1,833;4,601;0,254;7,750;2,496;-1,920;4,550;0,238;7,750;-5,463;-1,728;4,550;0,233;7,750;-2,635;1,920;4,550;0,235;7,750;5,794;0,785;4,521;0,263;7,750;5,079;-0,960;4,521;0,256;7,750;-6,266;0,262;4,521;0,236;7,750;-5,882;1,117;4,506;0,232;7,750;0,314;2,635;4,506;0,229;7,750;4,154;1,745;4,507;0,254
7,800;-2,740;-0,035;3,999;0,229;7,800;-0,035;0,750;3,999;0,242;7,800;0,000;0,733;3,999;0,247;7,800;-3,316;0,541;4,747;0,237;7,800;3,630;-0,017;4,747;0,246;7,800;-3,630;-0,017;4,747;0,241;7,800;-1,414;2,251;4,995;0,255;7,800;-1,414;2,426;4,995;0,240;7,800;-0,175;1,065;4,995;0,232;7,800;-6,528;-0,785;4,499;0,234;7,800;-5,515;0,838;4,499;0,237;7,800;6,004;0,436;4,500;0,262;7,800;-5,376;0,070;4,601;0,241;7,800;-5,341;-0,681;4,601;0,238;7,800;2,862;-2,059;4,601;0,252;7,800;1,239;-1,902;4,550;0,235;7,800;-5,986;-1,466;4,550;0,233;7,800;-1,361;1,850;4,550;0,239;7,800;6,126;0,489;4,521;0,261;7,800;4,136;-1,117;4,521;0,252;7,800;-5,829;0,559;4,521;0,235;7,800;-5,096;1,361;4,506;0,235;7,800;1,623;2,583;4,507;0,237;7,800;4,957;1,449;4,507;0,255
7,850;-2,967;-0,017;3,999;0,228;7,850;-0,489;0,506;3,999;0,243;7,850;-0,419;0,489;3,999;0,246;7,850;-3,543;0,768;4,747;0,242;7,850;3,089;0,035;4,747;0,239;7,850;-3,072;-0,140;4,747;0,245;7,850;-1,169;2,112;4,995;0,252;7,850;-1,518;2,601;4,995;0,237;7,850;-0,489;1,414;4,994;0,232;7,850;-6,318;-0,489;4,499;0,235;7,850;-4,695;1,030;4,499;0,234;7,850;5,690;0,192;4,500;0,266;7,850;-4,747;0,175;4,601;0,239;7,850;-5,358;-0,419;4,601;0,238;7,850;1,745;-2,269;4,601;0,250;7,850;-0,035;-1,833;4,550;0,232;7,850;-6,231;-1,169;4,550;0,231;7,850;-0,017;1,710;4,550;0,243;7,850;6,161;0,209;4,521;0,258;7,850;3,037;-1,222;4,521;0,247;7,850;-5,131;0,820;4,521;0,232;7,850;-4,102;1,553;4,506;0,237;7,850;2,880;2,443;4,507;0,242;7,850;5,480;1,152;4,507;0,261
7,900;-3,072;0,052;3,999;0,226;7,900;-0,942;0,279;3,999;0,238;7,900;-0,838;0,244;3,999;0,242;7,900;-3,543;0,908;4,747;0,244;7,900;2,374;0,140;4,747;0,237;7,900;-2,356;-0,349;4,747;0,246;7,900;-0,855;1,885;4,995;0,257;7,900;-1,501;2,688;4,995;0,243;7,900;-0,733;1,728;4,995;0,238;7,900;-5,847;-0,192;4,499;0,236;7,900;-3,665;1,134;4,499;0,236;7,900;5,131;-0,035;4,500;0,260;7,900;-3,910;0,192;4,601;0,240;7,900;-5,096;-0,209;4,601;0,237;7,900;0,524;-2,426;4,601;0,248;7,900;-1,257;-1,693;4,550;0,235;7,900;-6,178;-0,873;4,550;0,236;7,900;1,309;1,501;4,550;0,245;7,900;5,899;-0,070;4,521;0,267;7,900;1,815;-1,274;4,521;0,239;7,900;-4,224;1,065;4,521;0,234;7,900;-2,897;1,676;4,506;0,230;7,900;3,997;2,251;4,506;0,240;7,900;5,725;0,873;4,507;0,261
7,950;-3,037;0,157;3,999;0,229;7,950;-1,344;0,087;3,999;0,242;7,950;-1,222;0,000;3,999;0,241;7,950;-3,316;0,960;4,747;0,236;7,950;1,518;0,314;4,747;0,235;7,950;-1,518;-0,611;4,747;0,251;7,950;-0,471;1,588;4,995;0,259;7,950;-1,396;2,653;4,995;0,244;7,950;-0,908;1,972;4,995;0,235;7,950;-5,114;0,070;4,499;0,233;7,950;-2,478;1,152;4,499;0,237;7,950;4,328;-0,209;4,500;0,256;7,950;-2,880;0,122;4,601;0,237;7,950;-4,590;-0,070;4,601;0,240;7,950;-0,716;-2,548;4,601;0,235;7,950;-2,391;-1,518;4,550;0,228;7,950;-5,864;-0,576;4,550;0,236;7,950;2,531;1,239;4,550;0,251;7,950;5,358;-0,332;4,521;0,260;7,950;0,541;-1,274;4,521;0,236;7,950;-3,124;1,222;4,521;0,232;7,950;-1,571;1,710;4,506;0,234;7,950;4,904;2,025;4,507;0,253;7,950;5,637;0,628;4,507;0,260
8,000;-2,897;0,297;3,999;0,225;8,000;-1,710;-0,087;3,999;0,236;8,000;-1,606;-0,192;3,999;0,239;8,000;-2,897;0,925;4,747;0,246;8,000;0,593;0,524;4,747;0,230;8,000;-0,611;-0,908;4,747;0,253;8,000;-0,035;1,257;4,995;0,258;8,000;-1,187;2,531;4,995;0,249;8,000;-0,995;2,147;4,995;0,237;8,000;-4,154;0,297;4,499;0,237;8,000;-1,187;1,100;4,499;0,236;8,000;3,316;-0,349;4,499;0,248;8,000;-1,728;-0,035;4,601;0,242;8,000;-3,857;-0,017;4,601;0,235;8,000;-1,937;-2,618;4,601;0,235;8,000;-3,368;-1,292;4,550;0,229;8,000;-5,271;-0,297;4,550;0,236;8,000;3,595;0,960;4,550;0,257;8,000;4,590;-0,541;4,521;0,261;8,000;-0,750;-1,222;4,521;0,228;8,000;-1,885;1,326;4,521;0,229;8,000;-0,192;1,693;4,506;0,232;8,000;5,568;1,763;4,507;0,256;8,000;5,271;0,401;4,507;0,261
8,050;-2,635;0,489;3,999;0,225;8,050;-2,007;-0,227;3,999;0,232;8,050;-1,920;-0,367;3,999;0,233;8,050;-2,304;0,785;4,747;0,242;8,050;-0,349;0,785;4,747;0,232;8,050;0,314;-1,222;4,747;0,257;8,050;0,436;0,908;4,995;0,262;8,050;-0,925;2,304;4,995;0,251;8,050;-0,977;2,234;4,995;0,240;8,050;-3,019;0,454;4,499;0,232;8,050;0,140;0,960;4,499;0,243;8,050;2,164;-0,436;4,499;0,245;8,050;-0,524;-0,244;4,601;0,246;8,050;-2,932;-0,052;4,601;0,239;8,050;-3,089;-2,653;4,601;0,233;8,050;-4,136;-1,030;4,550;0,233;8,050;-4,433;-0,070;4,550;0,238;8,050;4,433;0,663;4,550;0,261;8,050;3,613;-0,733;4,521;0,255;8,050;-1,972;-1,100;4,521;0,234;8,050;-0,559;1,344;4,521;0,235;8,050;1,187;1,588;4,506;0,239;8,050;5,952;1,466;4,507;0,264;8,050;4,625;0,227;4,507;0,250
8,100;-2,304;0,698;3,999;0,223;8,100;-2,217;-0,314;3,999;0,234;8,100;-2,199;-0,489;3,999;0,235;8,100;-1,553;0,593;4,747;0,248;8,100;-1,274;1,100;4,747;0,231;8,100;1,204;-1,536;4,747;0,261;8,100;0,873;0,593;4,995;0,264;8,100;-0,576;2,025;4,995;0,257;8,100;-0,890;2,199;4,995;0,244;8,100;-1,745;0,541;4,499;0,239;8,100;1,449;0,768;4,499;0,247;8,100;0,908;-0,454;4,499;0,240;8,100;0,698;-0,506;4,601;0,251;8,100;-1,868;-0,157;4,601;0,239;8,100;-4,119;-2,635;4,601;0,229;8,100;-4,660;-0,750;4,550;0,232;8,100;-3,386;0,087;4,550;0,234;8,100;4,992;0,367;4,550;0,265;8,100;2,478;-0,855;4,521;0,248;8,100;-3,072;-0,942;4,521;0,228;8,100;0,768;1,292;4,521;0,234;8,100;2,496;1,414;4,506;0,243;8,100;6,004;1,187;4,507;0,266;8,100;3,770;0,105;4,507;0,249
8,150;-1,868;0,942;3,999;0,223;8,150;-2,374;-0,384;3,999;0,227;8,150;-2,409;-0,593;3,999;0,232;8,150;-0,716;0,332;4,747;0,252;8,150;-2,129;1,414;4,747;0,232;8,150;2,025;-1,815;4,747;0,262;8,150;1,274;0,297;4,995;0,264;8,150;-0,209;1,710;4,995;0,256;8,150;-0,698;2,077;4,995;0,247;8,150;-0,419;0,559;4,499;0,231;8,150;2,635;0,506;4,499;0,251;8,150;-0,384;-0,419;4,499;0,232;8,150;1,868;-0,803;4,601;0,257;8,150;-0,716;-0,349;4,601;0,246;8,150;-4,957;-2,548;4,601;0,224;8,150;-4,887;-0,454;4,550;0,234;8,150;-2,164;0,192;4,550;0,235;8,150;5,253;0,105;4,550;0,258;8,150;1,257;-0,942;4,521;0,251;8,150;-3,997;-0,733;4,521;0,226;8,150;2,042;1,152;4,521;0,240;8,150;3,630;1,187;4,506;0,252;8,150;5,742;0,908;4,507;0,263;8,150;2,723;0,017;4,507;0,242
8,200;-1,361;1,204;3,999;0,221;8,200;-2,443;-0,401;3,999;0,231;8,200;-2,548;-0,646;3,999;0,228;8,200;0,192;0,017;4,747;0,259;8,200;-2,862;1,728;4,747;0,234;8,200;2,705;-2,094;4,747;0,260;8,200;1,606;0,035;4,995;0,261;8,200;0,192;1,379;4,995;0,259;8,200;-0,454;1,850;4,995;0,250;8,200;0,925;0,489;4,499;0,243;8,200;3,648;0,227;4,499;0,256;8,200;-1,641;-0,332;4,499;0,233;8,200;2,880;-1,100;4,601;0,259;8,200;0,471;-0,593;4,601;0,247;8,200;-5,568;-2,443;4,601;0,234;8,200;-4,835;-0,157;4,550;0,233;8,200;-0,873;0,192;4,550;0,236;8,200;5,184;-0,157;4,550;0,264;8,200;-0,035;-0,977;4,521;0,243;8,200;-4,677;-0,489;4,521;0,233;8,200;3,176;0,942;4,521;0,246;8,200;4,555;0,925;4,507;0,259;8,200;5,184;0,663;4,507;0,256;8,200;1,553;0,000;4,507;0,238
8,250;-0,803;1,466;3,999;0,221;8,250;-2,426;-0,367;3,999;0,225;8,250;-2,601;-0,663;3,999;0,225;8,250;1,100;-0,297;4,747;0,254;8,250;-3,438;2,025;4,747;0,237;8,250;3,229;-2,304;4,747;0,259;8,250;1,850;-0,157;4,995;0,263;8,250;0,576;1,047;4,995;0,264;8,250;-0,140;1,571;4,995;0,254;8,250;2,199;0,349;4,499;0,241;8,250;4,398;-0,070;4,499;0,261;8,250;-2,827;-0,192;4,499;0,231;8,250;3,683;-1,396;4,601;0,264;8,250;1,641;-0,873;4,601;0,254;8,250;-5,934;-2,286;4,601;0,234;8,250;-4,503;0,122;4,550;0,237;8,250;0,471;0,122;4,550;0,238;8,250;4,800;-0,367;4,550;0,257;8,250;-1,326;-0,942;4,521;0,231;8,250;-5,114;-0,227;4,521;0,233;8,250;4,119;0,698;4,521;0,250;8,250;5,201;0,628;4,507;0,260;8,250;4,398;0,436;4,507;0,251;8,250;0,297;0,035;4,506;0,231
8,300;-0,192;1,728;3,999;0,218;8,300;-2,321;-0,297;3,999;0,222;8,300;-2,566;-0,628;3,999;0,225;8,300;1,972;-0,611;4,747;0,263;8,300;-3,805;2,286;4,747;0,237;8,300;3,543;-2,478;4,747;0,256;8,300;1,972;-0,297;4,995;0,257;8,300;0,925;0,733;4,995;0,267;8,300;0,192;1,257;4,995;0,260;8,300;3,334;0,140;4,499;0,246;8,300;4,887;-0,349;4,500;0,265;8,300;-3,875;0,000;4,499;0,234;8,300;4,224;-1,676;4,601;0,262;8,300;2,705;-1,187;4,601;0,261;8,300;-6,021;-2,077;4,601;0,226;8,300;-3,892;0,367;4,550;0,235;8,300;1,798;-0,017;4,550;0,244;8,300;4,136;-0,524;4,550;0,258;8,300;-2,513;-0,855;4,521;0,235;8,300;-5,253;0,070;4,521;0,232;8,300;4,817;0,419;4,521;0,255;8,300;5,550;0,349;4,507;0,262;8,300;3,403;0,244;4,507;0,256;8,300;-0,977;0,122;4,506;0,230
8,350;0,419;1,990;3,999;0,219;8,350;-2,147;-0,175;3,999;0,223;8,350;-2,461;-0,541;3,999;0,222;8,350;2,758;-0,908;4,747;0,264;8,350;-3,962;2,478;4,747;0,241;8,350;3,648;-2,583;4,747;0,255;8,350;1,972;-0,367;4,995;0,253;8,350;1,204;0,471;4,995;0,260;8,350;0,524;0,908;4,995;0,259;8,350;4,241;-0,105;4,499;0,254;8,350;5,079;-0,628;4,499;0,265;8,350;-4,712;0,227;4,499;0,231;8,350;4,485;-1,937;4,601;0,263;8,350;3,595;-1,484;4,601;0,261;8,350;-5,847;-1,833;4,601;0,230;8,350;-3,037;0,559;4,550;0,230;8,350;3,002;-0,227;4,550;0,246;8,350;3,264;-0,646;4,550;0,250;8,350;-3,595;-0,716;4,521;0,233;8,350;-5,096;0,367;4,521;0,236;8,350;5,236;0,140;4,521;0,268;8,350;5,550;0,052;4,507;0,263;8,350;2,234;0,105;4,507;0,240;8,350;-2,217;0,262;4,506;0,225
8,400;1,030;2,217;3,999;0,220;8,400;-1,920;-0,035;3,999;0,221;8,400;-2,286;-0,436;3,999;0,227;8,400;3,386;-1,152;4,747;0,261;8,400;-3,892;2,601;4,747;0,237;8,400;3,543;-2,635;4,747;0,252;8,400;1,868;-0,349;4,995;0,241;8,400;1,396;0,262;4,995;0,259;8,400;0,855;0,576;4,995;0,262;8,400;4,904;-0,384;4,499;0,259;8,400;4,939;-0,890;4,499;0,262;8,400;-5,323;0,489;4,499;0,236;8,400;4,451;-2,129;4,601;0,261;8,400;4,241;-1,780;4,601;0,262;8,400;-5,393;-1,571;4,601;0,237;8,400;-1,972;0,681;4,550;0,236;8,400;4,014;-0,471;4,550;0,255;8,400;2,182;-0,698;4,550;0,240;8,400;-4,468;-0,524;4,521;0,229;8,400;-4,660;0,663;4,521;0,230;8,400;5,341;-0,157;4,521;0,256;8,400;5,219;-0,209;4,507;0,263;8,400;0,977;0,017;4,507;0,241;8,400;-3,334;0,454;4,506;0,229
